,name,coast_length,border_length,sea_level,number_of_borders,avg_temp,location_coast_length,location_border_length,location_sea_level,location_number_of_borders,location_avg_temp,label
46824,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,1
46825,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,1
46826,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,1
46828,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46829,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46831,Panama,2490.0,555.0,360.0,2,25.4,9330.0,4353.0,1111.0,3,21.0,0
46832,Panama,2490.0,555.0,360.0,2,25.4,4989.0,9665.0,595.0,5,14.8,0
46833,Panama,2490.0,555.0,360.0,2,25.4,20009.7,12034.0,760.0,2,25.85,0
46835,Panama,2490.0,555.0,360.0,2,25.4,20009.7,12034.0,760.0,2,25.85,0
46839,Panama,2490.0,555.0,360.0,2,25.4,853.0,6764.0,568.0,7,26.9,0
46840,Panama,2490.0,555.0,360.0,2,25.4,14500.0,22147.0,1840.0,13,6.95,0
46841,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46842,Panama,2490.0,555.0,360.0,2,25.4,3025.0,2340.0,410.0,3,27.05,0
46848,Panama,2490.0,555.0,360.0,2,25.4,4964.0,1918.0,660.0,5,13.3,0
46851,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46852,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46854,Panama,2490.0,555.0,360.0,2,25.4,9330.0,4353.0,1111.0,3,21.0,0
46855,Panama,2490.0,555.0,360.0,2,25.4,4989.0,9665.0,595.0,5,14.8,0
46856,Panama,2490.0,555.0,360.0,2,25.4,20009.7,12034.0,760.0,2,25.85,0
46858,Panama,2490.0,555.0,360.0,2,25.4,20009.7,12034.0,760.0,2,25.85,0
46862,Panama,2490.0,555.0,360.0,2,25.4,853.0,6764.0,568.0,7,26.9,0
46863,Panama,2490.0,555.0,360.0,2,25.4,14500.0,22147.0,1840.0,13,6.95,0
46864,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46865,Panama,2490.0,555.0,360.0,2,25.4,3025.0,2340.0,410.0,3,27.05,0
46871,Panama,2490.0,555.0,360.0,2,25.4,4964.0,1918.0,660.0,5,13.3,0
46874,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46875,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46877,Panama,2490.0,555.0,360.0,2,25.4,9330.0,4353.0,1111.0,3,21.0,0
46878,Panama,2490.0,555.0,360.0,2,25.4,4989.0,9665.0,595.0,5,14.8,0
46879,Panama,2490.0,555.0,360.0,2,25.4,20009.7,12034.0,760.0,2,25.85,0
46881,Panama,2490.0,555.0,360.0,2,25.4,20009.7,12034.0,760.0,2,25.85,0
46885,Panama,2490.0,555.0,360.0,2,25.4,853.0,6764.0,568.0,7,26.9,0
46886,Panama,2490.0,555.0,360.0,2,25.4,14500.0,22147.0,1840.0,13,6.95,0
46887,Panama,2490.0,555.0,360.0,2,25.4,2490.0,555.0,360.0,2,25.4,0
46888,Panama,2490.0,555.0,360.0,2,25.4,3025.0,2340.0,410.0,3,27.05,0
46894,Panama,2490.0,555.0,360.0,2,25.4,4964.0,1918.0,660.0,5,13.3,0
46900,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5313.0,1.0,442.0,0,25.65,0
46901,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5152.0,820.0,667.0,1,25.25,0
46902,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5313.0,1.0,442.0,0,25.65,0
46905,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5152.0,820.0,667.0,1,25.25,0
46907,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5313.0,1.0,442.0,0,25.65,0
46908,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5152.0,820.0,667.0,1,25.25,0
46909,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5313.0,1.0,442.0,0,25.65,0
46912,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5152.0,820.0,667.0,1,25.25,0
46914,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5313.0,1.0,442.0,0,25.65,0
46915,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5152.0,820.0,667.0,1,25.25,0
46916,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5313.0,1.0,442.0,0,25.65,0
46919,Papua New Guinea,5152.0,820.0,667.0,1,25.25,5152.0,820.0,667.0,1,25.25,0
46920,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46925,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46931,Paraguay,1519.0,3920.0,178.0,3,27.6,2798.0,4862.0,1034.0,6,17.75,1
46932,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46934,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46936,Paraguay,1519.0,3920.0,178.0,3,27.6,1436.0,360.0,424.0,1,24.55,1
46941,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46942,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46945,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46947,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46949,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46950,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46955,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46960,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46966,Paraguay,1519.0,3920.0,178.0,3,27.6,2798.0,4862.0,1034.0,6,17.75,1
46967,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46969,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46971,Paraguay,1519.0,3920.0,178.0,3,27.6,1436.0,360.0,424.0,1,24.55,1
46976,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46977,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46980,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46982,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46984,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46985,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46991,Paraguay,1519.0,3920.0,178.0,3,27.6,2798.0,4862.0,1034.0,6,17.75,1
46992,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46994,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
46996,Paraguay,1519.0,3920.0,178.0,3,27.6,1436.0,360.0,424.0,1,24.55,1
47001,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
47002,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
47005,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
47007,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
47009,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,1
47012,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47013,Paraguay,1519.0,3920.0,178.0,3,27.6,7652.0,14691.0,320.0,10,27.15,0
47014,Paraguay,1519.0,3920.0,178.0,3,27.6,4989.0,9665.0,595.0,5,14.8,0
47015,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47017,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47019,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47023,Paraguay,1519.0,3920.0,178.0,3,27.6,7600.0,1932.0,538.0,6,13.45,0
47027,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47029,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47031,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47032,Paraguay,1519.0,3920.0,178.0,3,27.6,13676.0,1228.0,498.0,4,15.4,0
47033,Paraguay,1519.0,3920.0,178.0,3,27.6,193.0,2253.0,514.0,5,17.75,0
47034,Paraguay,1519.0,3920.0,178.0,3,27.6,7801.4,2889.0,375.0,8,10.7,0
47037,Paraguay,1519.0,3920.0,178.0,3,27.6,193.0,2253.0,514.0,5,17.75,0
47039,Paraguay,1519.0,3920.0,178.0,3,27.6,853.0,6764.0,568.0,7,26.9,0
47040,Paraguay,1519.0,3920.0,178.0,3,27.6,2450.0,2665.0,321.0,4,22.1,0
47043,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,2027.0,473.0,8,10.55,0
47044,Paraguay,1519.0,3920.0,178.0,3,27.6,3025.0,2340.0,410.0,3,27.05,0
47045,Paraguay,1519.0,3920.0,178.0,3,27.6,354.0,1808.0,470.0,5,10.55,0
47046,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,5529.0,1885.0,6,12.6,0
47047,Paraguay,1519.0,3920.0,178.0,3,27.6,3219.0,4863.0,287.0,4,26.3,0
47048,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47049,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,466.0,442.0,3,22.35,0
47050,Paraguay,1519.0,3920.0,178.0,3,27.6,273.0,1017.0,508.0,5,19.2,0
47051,Paraguay,1519.0,3920.0,178.0,3,27.6,26.0,1635.0,920.0,5,18.3,0
47052,Paraguay,1519.0,3920.0,178.0,3,27.6,7200.0,2648.0,1132.0,8,9.9,0
47057,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47058,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47059,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47063,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47067,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47068,Paraguay,1519.0,3920.0,178.0,3,27.6,7652.0,14691.0,320.0,10,27.15,0
47069,Paraguay,1519.0,3920.0,178.0,3,27.6,4989.0,9665.0,595.0,5,14.8,0
47070,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47072,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47074,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47078,Paraguay,1519.0,3920.0,178.0,3,27.6,7600.0,1932.0,538.0,6,13.45,0
47082,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47084,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47086,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47087,Paraguay,1519.0,3920.0,178.0,3,27.6,13676.0,1228.0,498.0,4,15.4,0
47088,Paraguay,1519.0,3920.0,178.0,3,27.6,193.0,2253.0,514.0,5,17.75,0
47089,Paraguay,1519.0,3920.0,178.0,3,27.6,7801.4,2889.0,375.0,8,10.7,0
47092,Paraguay,1519.0,3920.0,178.0,3,27.6,193.0,2253.0,514.0,5,17.75,0
47094,Paraguay,1519.0,3920.0,178.0,3,27.6,853.0,6764.0,568.0,7,26.9,0
47095,Paraguay,1519.0,3920.0,178.0,3,27.6,2450.0,2665.0,321.0,4,22.1,0
47098,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,2027.0,473.0,8,10.55,0
47099,Paraguay,1519.0,3920.0,178.0,3,27.6,3025.0,2340.0,410.0,3,27.05,0
47100,Paraguay,1519.0,3920.0,178.0,3,27.6,354.0,1808.0,470.0,5,10.55,0
47101,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,5529.0,1885.0,6,12.6,0
47102,Paraguay,1519.0,3920.0,178.0,3,27.6,3219.0,4863.0,287.0,4,26.3,0
47103,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47104,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,466.0,442.0,3,22.35,0
47105,Paraguay,1519.0,3920.0,178.0,3,27.6,273.0,1017.0,508.0,5,19.2,0
47106,Paraguay,1519.0,3920.0,178.0,3,27.6,26.0,1635.0,920.0,5,18.3,0
47107,Paraguay,1519.0,3920.0,178.0,3,27.6,7200.0,2648.0,1132.0,8,9.9,0
47112,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47113,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47114,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47118,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47120,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47121,Paraguay,1519.0,3920.0,178.0,3,27.6,7652.0,14691.0,320.0,10,27.15,0
47122,Paraguay,1519.0,3920.0,178.0,3,27.6,4989.0,9665.0,595.0,5,14.8,0
47123,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47125,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47127,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47131,Paraguay,1519.0,3920.0,178.0,3,27.6,7600.0,1932.0,538.0,6,13.45,0
47135,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47137,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47139,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47140,Paraguay,1519.0,3920.0,178.0,3,27.6,13676.0,1228.0,498.0,4,15.4,0
47141,Paraguay,1519.0,3920.0,178.0,3,27.6,193.0,2253.0,514.0,5,17.75,0
47142,Paraguay,1519.0,3920.0,178.0,3,27.6,7801.4,2889.0,375.0,8,10.7,0
47145,Paraguay,1519.0,3920.0,178.0,3,27.6,193.0,2253.0,514.0,5,17.75,0
47147,Paraguay,1519.0,3920.0,178.0,3,27.6,853.0,6764.0,568.0,7,26.9,0
47148,Paraguay,1519.0,3920.0,178.0,3,27.6,2450.0,2665.0,321.0,4,22.1,0
47151,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,2027.0,473.0,8,10.55,0
47152,Paraguay,1519.0,3920.0,178.0,3,27.6,3025.0,2340.0,410.0,3,27.05,0
47153,Paraguay,1519.0,3920.0,178.0,3,27.6,354.0,1808.0,470.0,5,10.55,0
47154,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,5529.0,1885.0,6,12.6,0
47155,Paraguay,1519.0,3920.0,178.0,3,27.6,3219.0,4863.0,287.0,4,26.3,0
47156,Paraguay,1519.0,3920.0,178.0,3,27.6,7000.0,14209.0,621.0,7,23.65,0
47157,Paraguay,1519.0,3920.0,178.0,3,27.6,0.0,466.0,442.0,3,22.35,0
47158,Paraguay,1519.0,3920.0,178.0,3,27.6,273.0,1017.0,508.0,5,19.2,0
47159,Paraguay,1519.0,3920.0,178.0,3,27.6,26.0,1635.0,920.0,5,18.3,0
47160,Paraguay,1519.0,3920.0,178.0,3,27.6,7200.0,2648.0,1132.0,8,9.9,0
47165,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47166,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47167,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47171,Paraguay,1519.0,3920.0,178.0,3,27.6,1519.0,3920.0,178.0,3,27.6,0
47179,Peru,2414.0,5536.0,1555.0,5,19.6,2237.0,2010.0,1117.0,2,21.85,1
47180,Peru,2414.0,5536.0,1555.0,5,19.6,2440.0,5440.0,1305.0,7,17.25,1
47181,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47182,Peru,2414.0,5536.0,1555.0,5,19.6,853.0,4047.0,380.0,4,26.8,1
47183,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47184,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,1
47187,Peru,2414.0,5536.0,1555.0,5,19.6,13676.0,1228.0,498.0,4,15.4,1
47190,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,1
47191,Peru,2414.0,5536.0,1555.0,5,19.6,1661.0,5318.0,1996.0,6,21.55,1
47192,Peru,2414.0,5536.0,1555.0,5,19.6,13676.0,1228.0,498.0,4,15.4,1
47194,Peru,2414.0,5536.0,1555.0,5,19.6,4675.0,3147.0,538.0,3,25.4,1
47196,Peru,2414.0,5536.0,1555.0,5,19.6,7200.0,2648.0,1132.0,8,9.9,1
47197,Peru,2414.0,5536.0,1555.0,5,19.6,1424.0,3861.0,1018.0,8,22.35,1
47199,Peru,2414.0,5536.0,1555.0,5,19.6,501.0,2027.0,442.0,3,22.35,1
47200,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47201,Peru,2414.0,5536.0,1555.0,5,19.6,320.0,3399.0,472.0,6,25.7,1
47202,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,2171.0,143.0,7,9.75,1
47203,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47204,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,2171.0,143.0,7,9.75,1
47217,Peru,2414.0,5536.0,1555.0,5,19.6,2237.0,2010.0,1117.0,2,21.85,1
47218,Peru,2414.0,5536.0,1555.0,5,19.6,2440.0,5440.0,1305.0,7,17.25,1
47219,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47220,Peru,2414.0,5536.0,1555.0,5,19.6,853.0,4047.0,380.0,4,26.8,1
47221,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47222,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,1
47225,Peru,2414.0,5536.0,1555.0,5,19.6,13676.0,1228.0,498.0,4,15.4,1
47228,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,1
47229,Peru,2414.0,5536.0,1555.0,5,19.6,1661.0,5318.0,1996.0,6,21.55,1
47230,Peru,2414.0,5536.0,1555.0,5,19.6,13676.0,1228.0,498.0,4,15.4,1
47232,Peru,2414.0,5536.0,1555.0,5,19.6,4675.0,3147.0,538.0,3,25.4,1
47234,Peru,2414.0,5536.0,1555.0,5,19.6,7200.0,2648.0,1132.0,8,9.9,1
47235,Peru,2414.0,5536.0,1555.0,5,19.6,1424.0,3861.0,1018.0,8,22.35,1
47237,Peru,2414.0,5536.0,1555.0,5,19.6,501.0,2027.0,442.0,3,22.35,1
47238,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47239,Peru,2414.0,5536.0,1555.0,5,19.6,320.0,3399.0,472.0,6,25.7,1
47240,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,2171.0,143.0,7,9.75,1
47241,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47242,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,2171.0,143.0,7,9.75,1
47251,Peru,2414.0,5536.0,1555.0,5,19.6,2237.0,2010.0,1117.0,2,21.85,1
47252,Peru,2414.0,5536.0,1555.0,5,19.6,2440.0,5440.0,1305.0,7,17.25,1
47253,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47254,Peru,2414.0,5536.0,1555.0,5,19.6,853.0,4047.0,380.0,4,26.8,1
47255,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47256,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,1
47259,Peru,2414.0,5536.0,1555.0,5,19.6,13676.0,1228.0,498.0,4,15.4,1
47262,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,1
47263,Peru,2414.0,5536.0,1555.0,5,19.6,1661.0,5318.0,1996.0,6,21.55,1
47264,Peru,2414.0,5536.0,1555.0,5,19.6,13676.0,1228.0,498.0,4,15.4,1
47266,Peru,2414.0,5536.0,1555.0,5,19.6,4675.0,3147.0,538.0,3,25.4,1
47268,Peru,2414.0,5536.0,1555.0,5,19.6,7200.0,2648.0,1132.0,8,9.9,1
47269,Peru,2414.0,5536.0,1555.0,5,19.6,1424.0,3861.0,1018.0,8,22.35,1
47271,Peru,2414.0,5536.0,1555.0,5,19.6,501.0,2027.0,442.0,3,22.35,1
47272,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47273,Peru,2414.0,5536.0,1555.0,5,19.6,320.0,3399.0,472.0,6,25.7,1
47274,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,2171.0,143.0,7,9.75,1
47275,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,1
47276,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,2171.0,143.0,7,9.75,1
47280,Peru,2414.0,5536.0,1555.0,5,19.6,498.0,1150.0,87.0,4,5.6,0
47282,Peru,2414.0,5536.0,1555.0,5,19.6,193.0,2253.0,514.0,5,17.75,0
47283,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,0
47287,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,0
47291,Peru,2414.0,5536.0,1555.0,5,19.6,1046.0,6774.0,900.0,4,20.2,0
47292,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,5667.0,1138.0,8,21.4,0
47293,Peru,2414.0,5536.0,1555.0,5,19.6,13676.0,1228.0,498.0,4,15.4,0
47294,Peru,2414.0,5536.0,1555.0,5,19.6,14500.0,22147.0,1840.0,13,6.95,0
47296,Peru,2414.0,5536.0,1555.0,5,19.6,4675.0,3147.0,538.0,3,25.4,0
47298,Peru,2414.0,5536.0,1555.0,5,19.6,2237.0,2010.0,1117.0,2,21.85,0
47299,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,0
47300,Peru,2414.0,5536.0,1555.0,5,19.6,3208.0,6004.0,593.0,5,24.5,0
47301,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,0
47302,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,6743.0,1192.0,5,21.55,0
47303,Peru,2414.0,5536.0,1555.0,5,19.6,3208.0,6004.0,593.0,5,24.5,0
47306,Peru,2414.0,5536.0,1555.0,5,19.6,6435.0,6171.0,1870.0,3,8.45,0
47307,Peru,2414.0,5536.0,1555.0,5,19.6,15134.0,1.0,388.0,0,10.55,0
47308,Peru,2414.0,5536.0,1555.0,5,19.6,498.0,1150.0,87.0,4,5.6,0
47311,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,5083.0,710.0,5,22.8,0
47315,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,6743.0,1192.0,5,21.55,0
47316,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,6743.0,1192.0,5,21.55,0
47321,Peru,2414.0,5536.0,1555.0,5,19.6,4989.0,9665.0,595.0,5,14.8,0
47323,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,6743.0,1192.0,5,21.55,0
47324,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,6743.0,1192.0,5,21.55,0
47325,Peru,2414.0,5536.0,1555.0,5,19.6,320.0,3399.0,472.0,6,25.7,0
47326,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,2171.0,143.0,7,9.75,0
47327,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,0
47328,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,0
47329,Peru,2414.0,5536.0,1555.0,5,19.6,846.0,2572.0,126.0,3,26.8,0
47330,Peru,2414.0,5536.0,1555.0,5,19.6,6435.0,6171.0,1870.0,3,8.45,0
47332,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,0
47334,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,6743.0,1192.0,5,21.55,0
47335,Peru,2414.0,5536.0,1555.0,5,19.6,6435.0,6171.0,1870.0,3,8.45,0
47337,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,5529.0,1885.0,6,12.6,0
47338,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,6743.0,1192.0,5,21.55,0
47339,Peru,2414.0,5536.0,1555.0,5,19.6,6435.0,6171.0,1870.0,3,8.45,0
47343,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,0
47344,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,2562.0,910.0,8,6.35,0
47345,Peru,2414.0,5536.0,1555.0,5,19.6,2414.0,5536.0,1555.0,5,19.6,0
47346,Peru,2414.0,5536.0,1555.0,5,19.6,6435.0,6171.0,1870.0,3,8.45,0
47347,Peru,2414.0,5536.0,1555.0,5,19.6,498.0,1150.0,87.0,4,5.6,0
47349,Peru,2414.0,5536.0,1555.0,5,19.6,193.0,2253.0,514.0,5,17.75,0
47350,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,0
47354,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,766.0,741.0,5,9.8,0
47358,Peru,2414.0,5536.0,1555.0,5,19.6,1046.0,6774.0,900.0,4,20.2,0
47359,Peru,2414.0,5536.0,1555.0,5,19.6,0.0,5667.0,1138.0,8,21.4,0
47360,Peru,2414.0,5536.0,1555.0,5,19.6,13676.0,1228.0,498.0,4,15.4,0
47361,Peru,2414.0,5536.0,1555.0,5,19.6,14500.0,22147.0,1840.0,13,6.95,0
47363,Peru,2414.0,5536.0,1555.0,5,19.6,4675.0,3147.0,538.0,3,25.4,0
