https://en.wikipedia.org/wiki/Livonian_campaign_against_Rus%27,1240,1242,Novgorod Republic,Livonian order,Livonian campaign against Rus',"Rus,Izborsk,Pskov,Koporye,Lake Peipsi",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Prussian_uprisings#The_First_Prussian_Uprising_(1242%E2%80%931249),1242,1249,,,Prussian uprisings,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_the_Flemish_Succession,1244,1254,,,War of the Flemish Succession,"Counties,Flanders,Hainaut",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_the_Thuringian_Succession,1247,1264,Sophie of Thuringia,,War of the Thuringian Succession,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Genoese_occupation_of_Rhodes,1248,1250,Empire of Nicaea,"Republic of Genoa,Principality of Achaea",Genoese occupation of Rhodes,"Rhodes,Greece",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Seventh_Crusade,1248,1254,"Ayyubid Dynasty,Bahris","Kingdom of France,Knights Templar",Seventh Crusade,Egypt,unknown,unknown,25202,unknown,False,0
https://en.wikipedia.org/wiki/Shepherds%27_Crusade_(1251),1251,1251,Kingdom of France,,Shepherds' Crusade (1251),,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_the_Euboeote_Succession,1256,1258,"Principality of Achaea,Republic of Genoa","Republic of Venice,Lordship of Athens and Thebes,Triarchs of Negroponte,Lordship of Salona,Marquisate of Bodonitsa",War of the Euboeote Succession,"Euboea,Central Greece,Peloponnese",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/War_of_Saint_Sabas,1256,1270,"Republic of Venice,Count of Jaffa,Knights Templar","Republic of Genoa,Philip of Monfort,John of Arsuf,Knights Hospitaller",War of Saint Sabas,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Rebellion_of_Arbanon,1257,1259,Empire of Nicaea,Principality of Arbanon,Rebellion of Arbanon,,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Epirote%E2%80%93Nicaean_conflict_(1257%E2%80%9359),1257,1259,Empire of Nicaea,Despotate of Epirus,Epirote–Nicaean conflict (1257–59),Balkans,-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Toluid_Civil_War,1260,1264,Kublai Khan,Ariq Böke,Toluid Civil War,"Mongolia,China,Central Asia,Mongol Empire",-1,-1,-1,-1,False,0
https://en.wikipedia.org/wiki/Great_Prussian_Uprising,1260,1274,,,Great Prussian Uprising,,-1,-1,-1,-1,False,0
